instruction,expected_intent,expected_entities,expected_workflow,missing_fields,risk_level
Take Karan off the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Karan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Karan""}]",[],high
Nisha ko customer records se hata do,DELETE_CUSTOMER,"{""customer_name"": ""Nisha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Nisha""}]",[],high
Rahul ko customer records se hata do,DELETE_CUSTOMER,"{""customer_name"": ""Rahul""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rahul""}]",[],high
Please create a customer called Ananya with 9765432101,ADD_CUSTOMER,"{""customer_name"": ""Ananya"", ""phone_number"": ""9765432101""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Ananya""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9765432101""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Laptop ka daam 50000 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Mouse ka daam 18000 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Mouse"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Mouse""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Please make iPhone cost 599,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
this month ka sales report download karo,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""this month""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Customer records se Arjun delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Arjun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Arjun""}]",[],high
customer table dikhao,READ_TABLE,"{""table"": ""customer table""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customer-table"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}]",[],low
"Amit naam ka customer bana do, mobile 9988776655 hai",ADD_CUSTOMER,"{""customer_name"": ""Amit"", ""phone_number"": ""9988776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Amit""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9988776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Take Pankaj off the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Pankaj""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Pankaj""}]",[],high
Change Printer price to ₹24999,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change the price of Laptop to 599,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Delete the customer record for Neha,DELETE_CUSTOMER,"{""customer_name"": ""Neha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Neha""}]",[],high
Upload image.png,UPLOAD_FILE,"{""file_name"": ""image.png""}","[{""action"": ""OPEN_PAGE"", ""target"": ""files"", ""value"": null}, {""action"": ""UPLOAD_FILE"", ""target"": ""file-input"", ""value"": ""image.png""}]",[],low
Change Tablet price to ₹24999,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change Laptop price to ₹599,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
"Customer Amit add kar do, number 9988776655",ADD_CUSTOMER,"{""customer_name"": ""Amit"", ""phone_number"": ""9988776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Amit""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9988776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Set Headphones price to 50000,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Remove Sneha from the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Sneha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sneha""}]",[],high
Delete Rohan's customer record,DELETE_CUSTOMER,"{""customer_name"": ""Rohan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rohan""}]",[],high
Take Arjun off the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Arjun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Arjun""}]",[],high
Read the product table,READ_TABLE,"{""table"": ""product table""}","[{""action"": ""OPEN_PAGE"", ""target"": ""product-table"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#product-table-body"", ""value"": null}]",[],low
"Fill the customer details: Amit, 9988776655",FILL_FORM,"{""customer_name"": ""Amit"", ""phone_number"": ""9988776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Amit""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9988776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Headphones ka daam 599 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Set Tablet price to 18000,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Riya ko customers se hatao,DELETE_CUSTOMER,"{""customer_name"": ""Riya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Riya""}]",[],high
Erase Sara from the customer records,DELETE_CUSTOMER,"{""customer_name"": ""Sara""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sara""}]",[],high
Karan ko CRM se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Karan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Karan""}]",[],high
Delete customer Meera,DELETE_CUSTOMER,"{""customer_name"": ""Meera""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Meera""}]",[],high
Monitor ka daam 59999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Monitor"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Monitor""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Set Speaker price to 4999,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Upload presentation.pptx,UPLOAD_FILE,"{""file_name"": ""presentation.pptx""}","[{""action"": ""OPEN_PAGE"", ""target"": ""files"", ""value"": null}, {""action"": ""UPLOAD_FILE"", ""target"": ""file-input"", ""value"": ""presentation.pptx""}]",[],low
Please add Rohan to the customer list. Number is 9345678901,ADD_CUSTOMER,"{""customer_name"": ""Rohan"", ""phone_number"": ""9345678901""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rohan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9345678901""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Please create a customer called Vikram with 8899776655,ADD_CUSTOMER,"{""customer_name"": ""Vikram"", ""phone_number"": ""8899776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Vikram""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""8899776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Show me the customer list,READ_TABLE,"{""table"": ""customer list""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customer-list"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-list-body"", ""value"": null}]",[],low
"Neha naam ka customer bana do, mobile 9001122334 hai",ADD_CUSTOMER,"{""customer_name"": ""Neha"", ""phone_number"": ""9001122334""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Neha""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9001122334""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Please download inventory report dated Monday,DOWNLOAD_REPORT,"{""report_type"": ""inventory report"", ""date"": ""Monday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
"Create customer Priya, phone 9123456780",ADD_CUSTOMER,"{""customer_name"": ""Priya"", ""phone_number"": ""9123456780""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Priya""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9123456780""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
add custmer Ananya phone 9765432101,ADD_CUSTOMER,"{""customer_name"": ""Ananya"", ""phone_number"": ""9765432101""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Ananya""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9765432101""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Please create a customer called Karan with 9012345678,ADD_CUSTOMER,"{""customer_name"": ""Karan"", ""phone_number"": ""9012345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Karan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9012345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Change the price of Headphones to 18000,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change Speaker price to ₹599,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Please delete Priya from the CRM,DELETE_CUSTOMER,"{""customer_name"": ""Priya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Priya""}]",[],high
Tablet ka daam 59999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Please make Tablet cost 18000,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
"Meera ko customer list mein add karo, phone 9876501234",ADD_CUSTOMER,"{""customer_name"": ""Meera"", ""phone_number"": ""9876501234""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Meera""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876501234""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
today ka sales report download karo,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Please make Laptop cost 599,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
add custmer Rahul phone 9876543210,ADD_CUSTOMER,"{""customer_name"": ""Rahul"", ""phone_number"": ""9876543210""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rahul""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876543210""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Please add Meera to the customer list. Number is 9876501234,ADD_CUSTOMER,"{""customer_name"": ""Meera"", ""phone_number"": ""9876501234""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Meera""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876501234""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
I want Sneha removed from the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Sneha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sneha""}]",[],high
Delete Priya's customer record,DELETE_CUSTOMER,"{""customer_name"": ""Priya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Priya""}]",[],high
Set Camera price to 50000,UPDATE_PRODUCT,"{""product_name"": ""Camera"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Camera""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Customer list se Arjun remove karo,DELETE_CUSTOMER,"{""customer_name"": ""Arjun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Arjun""}]",[],high
Update Mouse ka price 1299 kar do,UPDATE_PRODUCT,"{""product_name"": ""Mouse"", ""price"": ""1299""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Mouse""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""1299""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Please delete Ananya from the CRM,DELETE_CUSTOMER,"{""customer_name"": ""Ananya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Ananya""}]",[],high
Meera ko customer database se hata do,DELETE_CUSTOMER,"{""customer_name"": ""Meera""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Meera""}]",[],high
Change Printer price to ₹50000,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Send email,SEND_EMAIL,{},[],"[""recipient"", ""subject"", ""message""]",medium
Display the customer list,READ_TABLE,"{""table"": ""customer list""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customer-list"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-list-body"", ""value"": null}]",[],low
Erase Riya from the customer records,DELETE_CUSTOMER,"{""customer_name"": ""Riya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Riya""}]",[],high
Set iPhone price to 4999,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Karan ko customer list se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Karan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Karan""}]",[],high
Please make Headphones cost 59999,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Headphones ka daam 50000 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Tablet ka daam 50000 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Update Keyboard ka price 1299 kar do,UPDATE_PRODUCT,"{""product_name"": ""Keyboard"", ""price"": ""1299""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Keyboard""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""1299""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
uplod backup.zip,UPLOAD_FILE,"{""file_name"": ""backup.zip""}","[{""action"": ""OPEN_PAGE"", ""target"": ""files"", ""value"": null}, {""action"": ""UPLOAD_FILE"", ""target"": ""file-input"", ""value"": ""backup.zip""}]",[],low
Update iPhone ka price 24999 kar do,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
